STATECD,COUNTYCD,county,stateProvince
01,001,Autauga County,Alabama
01,003,Baldwin County,Alabama
01,005,Barbour County,Alabama
01,007,Bibb County,Alabama
01,009,Blount County,Alabama
01,011,Bullock County,Alabama
01,013,Butler County,Alabama
01,015,Calhoun County,Alabama
01,017,Chambers County,Alabama
01,019,Cherokee County,Alabama
01,021,Chilton County,Alabama
01,023,Choctaw County,Alabama
01,025,Clarke County,Alabama
01,027,Clay County,Alabama
01,029,Cleburne County,Alabama
01,031,Coffee County,Alabama
01,033,Colbert County,Alabama
01,035,Conecuh County,Alabama
01,037,Coosa County,Alabama
01,039,Covington County,Alabama
01,041,Crenshaw County,Alabama
01,043,Cullman County,Alabama
01,045,Dale County,Alabama
01,047,Dallas County,Alabama
01,049,DeKalb County,Alabama
01,051,Elmore County,Alabama
01,053,Escambia County,Alabama
01,055,Etowah County,Alabama
01,057,Fayette County,Alabama
01,059,Franklin County,Alabama
01,061,Geneva County,Alabama
01,063,Greene County,Alabama
01,065,Hale County,Alabama
01,067,Henry County,Alabama
01,069,Houston County,Alabama
01,071,Jackson County,Alabama
01,073,Jefferson County,Alabama
01,075,Lamar County,Alabama
01,077,Lauderdale County,Alabama
01,079,Lawrence County,Alabama
01,081,Lee County,Alabama
01,083,Limestone County,Alabama
01,085,Lowndes County,Alabama
01,087,Macon County,Alabama
01,089,Madison County,Alabama
01,091,Marengo County,Alabama
01,093,Marion County,Alabama
01,095,Marshall County,Alabama
01,097,Mobile County,Alabama
01,099,Monroe County,Alabama
01,101,Montgomery County,Alabama
01,103,Morgan County,Alabama
01,105,Perry County,Alabama
01,107,Pickens County,Alabama
01,109,Pike County,Alabama
01,111,Randolph County,Alabama
01,113,Russell County,Alabama
01,115,St. Clair County,Alabama
01,117,Shelby County,Alabama
01,119,Sumter County,Alabama
01,121,Talladega County,Alabama
01,123,Tallapoosa County,Alabama
01,125,Tuscaloosa County,Alabama
01,127,Walker County,Alabama
01,129,Washington County,Alabama
01,131,Wilcox County,Alabama
01,133,Winston County,Alabama
02,013,Aleutians East Borough,Alaska
02,016,Aleutians West Census Area,Alaska
02,020,Anchorage Municipality,Alaska
02,050,Bethel Census Area,Alaska
02,060,Bristol Bay Borough,Alaska
02,068,Denali Borough,Alaska
02,070,Dillingham Census Area,Alaska
02,090,Fairbanks North Star Borough,Alaska
02,100,Haines Borough,Alaska
02,105,Hoonah-Angoon Census Area,Alaska
02,110,Juneau City and Borough,Alaska
02,122,Kenai Peninsula Borough,Alaska
02,130,Ketchikan Gateway Borough,Alaska
02,150,Kodiak Island Borough,Alaska
02,158,Kusilvak Census Area,Alaska
02,164,Lake and Peninsula Borough,Alaska
02,170,Matanuska-Susitna Borough,Alaska
02,180,Nome Census Area,Alaska
02,185,North Slope Borough,Alaska
02,188,Northwest Arctic Borough,Alaska
02,195,Petersburg Borough,Alaska
02,198,Prince of Wales-Hyder Census Area,Alaska
02,220,Sitka City and Borough,Alaska
02,230,Skagway Municipality,Alaska
02,240,Southeast Fairbanks Census Area,Alaska
02,261,Valdez-Cordova Census Area,Alaska
02,275,Wrangell City and Borough,Alaska
02,282,Yakutat City and Borough,Alaska
02,290,Yukon-Koyukuk Census Area,Alaska
04,001,Apache County,Arizona
04,003,Cochise County,Arizona
04,005,Coconino County,Arizona
04,007,Gila County,Arizona
04,009,Graham County,Arizona
04,011,Greenlee County,Arizona
04,012,La Paz County,Arizona
04,013,Maricopa County,Arizona
04,015,Mohave County,Arizona
04,017,Navajo County,Arizona
04,019,Pima County,Arizona
04,021,Pinal County,Arizona
04,023,Santa Cruz County,Arizona
04,025,Yavapai County,Arizona
04,027,Yuma County,Arizona
05,001,Arkansas County,Arkansas
05,003,Ashley County,Arkansas
05,005,Baxter County,Arkansas
05,007,Benton County,Arkansas
05,009,Boone County,Arkansas
05,011,Bradley County,Arkansas
05,013,Calhoun County,Arkansas
05,015,Carroll County,Arkansas
05,017,Chicot County,Arkansas
05,019,Clark County,Arkansas
05,021,Clay County,Arkansas
05,023,Cleburne County,Arkansas
05,025,Cleveland County,Arkansas
05,027,Columbia County,Arkansas
05,029,Conway County,Arkansas
05,031,Craighead County,Arkansas
05,033,Crawford County,Arkansas
05,035,Crittenden County,Arkansas
05,037,Cross County,Arkansas
05,039,Dallas County,Arkansas
05,041,Desha County,Arkansas
05,043,Drew County,Arkansas
05,045,Faulkner County,Arkansas
05,047,Franklin County,Arkansas
05,049,Fulton County,Arkansas
05,051,Garland County,Arkansas
05,053,Grant County,Arkansas
05,055,Greene County,Arkansas
05,057,Hempstead County,Arkansas
05,059,Hot Spring County,Arkansas
05,061,Howard County,Arkansas
05,063,Independence County,Arkansas
05,065,Izard County,Arkansas
05,067,Jackson County,Arkansas
05,069,Jefferson County,Arkansas
05,071,Johnson County,Arkansas
05,073,Lafayette County,Arkansas
05,075,Lawrence County,Arkansas
05,077,Lee County,Arkansas
05,079,Lincoln County,Arkansas
05,081,Little River County,Arkansas
05,083,Logan County,Arkansas
05,085,Lonoke County,Arkansas
05,087,Madison County,Arkansas
05,089,Marion County,Arkansas
05,091,Miller County,Arkansas
05,093,Mississippi County,Arkansas
05,095,Monroe County,Arkansas
05,097,Montgomery County,Arkansas
05,099,Nevada County,Arkansas
05,101,Newton County,Arkansas
05,103,Ouachita County,Arkansas
05,105,Perry County,Arkansas
05,107,Phillips County,Arkansas
05,109,Pike County,Arkansas
05,111,Poinsett County,Arkansas
05,113,Polk County,Arkansas
05,115,Pope County,Arkansas
05,117,Prairie County,Arkansas
05,119,Pulaski County,Arkansas
05,121,Randolph County,Arkansas
05,123,St. Francis County,Arkansas
05,125,Saline County,Arkansas
05,127,Scott County,Arkansas
05,129,Searcy County,Arkansas
05,131,Sebastian County,Arkansas
05,133,Sevier County,Arkansas
05,135,Sharp County,Arkansas
05,137,Stone County,Arkansas
05,139,Union County,Arkansas
05,141,Van Buren County,Arkansas
05,143,Washington County,Arkansas
05,145,White County,Arkansas
05,147,Woodruff County,Arkansas
05,149,Yell County,Arkansas
06,001,Alameda County,California
06,003,Alpine County,California
06,005,Amador County,California
06,007,Butte County,California
06,009,Calaveras County,California
06,011,Colusa County,California
06,013,Contra Costa County,California
06,015,Del Norte County,California
06,017,El Dorado County,California
06,019,Fresno County,California
06,021,Glenn County,California
06,023,Humboldt County,California
06,025,Imperial County,California
06,027,Inyo County,California
06,029,Kern County,California
06,031,Kings County,California
06,033,Lake County,California
06,035,Lassen County,California
06,037,Los Angeles County,California
06,039,Madera County,California
06,041,Marin County,California
06,043,Mariposa County,California
06,045,Mendocino County,California
06,047,Merced County,California
06,049,Modoc County,California
06,051,Mono County,California
06,053,Monterey County,California
06,055,Napa County,California
06,057,Nevada County,California
06,059,Orange County,California
06,061,Placer County,California
06,063,Plumas County,California
06,065,Riverside County,California
06,067,Sacramento County,California
06,069,San Benito County,California
06,071,San Bernardino County,California
06,073,San Diego County,California
06,075,San Francisco County,California
06,077,San Joaquin County,California
06,079,San Luis Obispo County,California
06,081,San Mateo County,California
06,083,Santa Barbara County,California
06,085,Santa Clara County,California
06,087,Santa Cruz County,California
06,089,Shasta County,California
06,091,Sierra County,California
06,093,Siskiyou County,California
06,095,Solano County,California
06,097,Sonoma County,California
06,099,Stanislaus County,California
06,101,Sutter County,California
06,103,Tehama County,California
06,105,Trinity County,California
06,107,Tulare County,California
06,109,Tuolumne County,California
06,111,Ventura County,California
06,113,Yolo County,California
06,115,Yuba County,California
08,001,Adams County,Colorado
08,003,Alamosa County,Colorado
08,005,Arapahoe County,Colorado
08,007,Archuleta County,Colorado
08,009,Baca County,Colorado
08,011,Bent County,Colorado
08,013,Boulder County,Colorado
08,014,Broomfield County,Colorado
08,015,Chaffee County,Colorado
08,017,Cheyenne County,Colorado
08,019,Clear Creek County,Colorado
08,021,Conejos County,Colorado
08,023,Costilla County,Colorado
08,025,Crowley County,Colorado
08,027,Custer County,Colorado
08,029,Delta County,Colorado
08,031,Denver County,Colorado
08,033,Dolores County,Colorado
08,035,Douglas County,Colorado
08,037,Eagle County,Colorado
08,039,Elbert County,Colorado
08,041,El Paso County,Colorado
08,043,Fremont County,Colorado
08,045,Garfield County,Colorado
08,047,Gilpin County,Colorado
08,049,Grand County,Colorado
08,051,Gunnison County,Colorado
08,053,Hinsdale County,Colorado
08,055,Huerfano County,Colorado
08,057,Jackson County,Colorado
08,059,Jefferson County,Colorado
08,061,Kiowa County,Colorado
08,063,Kit Carson County,Colorado
08,065,Lake County,Colorado
08,067,La Plata County,Colorado
08,069,Larimer County,Colorado
08,071,Las Animas County,Colorado
08,073,Lincoln County,Colorado
08,075,Logan County,Colorado
08,077,Mesa County,Colorado
08,079,Mineral County,Colorado
08,081,Moffat County,Colorado
08,083,Montezuma County,Colorado
08,085,Montrose County,Colorado
08,087,Morgan County,Colorado
08,089,Otero County,Colorado
08,091,Ouray County,Colorado
08,093,Park County,Colorado
08,095,Phillips County,Colorado
08,097,Pitkin County,Colorado
08,099,Prowers County,Colorado
08,101,Pueblo County,Colorado
08,103,Rio Blanco County,Colorado
08,105,Rio Grande County,Colorado
08,107,Routt County,Colorado
08,109,Saguache County,Colorado
08,111,San Juan County,Colorado
08,113,San Miguel County,Colorado
08,115,Sedgwick County,Colorado
08,117,Summit County,Colorado
08,119,Teller County,Colorado
08,121,Washington County,Colorado
08,123,Weld County,Colorado
08,125,Yuma County,Colorado
09,001,Fairfield County,Connecticut
09,003,Hartford County,Connecticut
09,005,Litchfield County,Connecticut
09,007,Middlesex County,Connecticut
09,009,New Haven County,Connecticut
09,011,New London County,Connecticut
09,013,Tolland County,Connecticut
09,015,Windham County,Connecticut
10,001,Kent County,Delaware
10,003,New Castle County,Delaware
10,005,Sussex County,Delaware
11,001,District of Columbia,District of Columbia
12,001,Alachua County,Florida
12,003,Baker County,Florida
12,005,Bay County,Florida
12,007,Bradford County,Florida
12,009,Brevard County,Florida
12,011,Broward County,Florida
12,013,Calhoun County,Florida
12,015,Charlotte County,Florida
12,017,Citrus County,Florida
12,019,Clay County,Florida
12,021,Collier County,Florida
12,023,Columbia County,Florida
12,027,DeSoto County,Florida
12,029,Dixie County,Florida
12,031,Duval County,Florida
12,033,Escambia County,Florida
12,035,Flagler County,Florida
12,037,Franklin County,Florida
12,039,Gadsden County,Florida
12,041,Gilchrist County,Florida
12,043,Glades County,Florida
12,045,Gulf County,Florida
12,047,Hamilton County,Florida
12,049,Hardee County,Florida
12,051,Hendry County,Florida
12,053,Hernando County,Florida
12,055,Highlands County,Florida
12,057,Hillsborough County,Florida
12,059,Holmes County,Florida
12,061,Indian River County,Florida
12,063,Jackson County,Florida
12,065,Jefferson County,Florida
12,067,Lafayette County,Florida
12,069,Lake County,Florida
12,071,Lee County,Florida
12,073,Leon County,Florida
12,075,Levy County,Florida
12,077,Liberty County,Florida
12,079,Madison County,Florida
12,081,Manatee County,Florida
12,083,Marion County,Florida
12,085,Martin County,Florida
12,086,Miami-Dade County,Florida
12,087,Monroe County,Florida
12,089,Nassau County,Florida
12,091,Okaloosa County,Florida
12,093,Okeechobee County,Florida
12,095,Orange County,Florida
12,097,Osceola County,Florida
12,099,Palm Beach County,Florida
12,101,Pasco County,Florida
12,103,Pinellas County,Florida
12,105,Polk County,Florida
12,107,Putnam County,Florida
12,109,St. Johns County,Florida
12,111,St. Lucie County,Florida
12,113,Santa Rosa County,Florida
12,115,Sarasota County,Florida
12,117,Seminole County,Florida
12,119,Sumter County,Florida
12,121,Suwannee County,Florida
12,123,Taylor County,Florida
12,125,Union County,Florida
12,127,Volusia County,Florida
12,129,Wakulla County,Florida
12,131,Walton County,Florida
12,133,Washington County,Florida
13,001,Appling County,Georgia
13,003,Atkinson County,Georgia
13,005,Bacon County,Georgia
13,007,Baker County,Georgia
13,009,Baldwin County,Georgia
13,011,Banks County,Georgia
13,013,Barrow County,Georgia
13,015,Bartow County,Georgia
13,017,Ben Hill County,Georgia
13,019,Berrien County,Georgia
13,021,Bibb County,Georgia
13,023,Bleckley County,Georgia
13,025,Brantley County,Georgia
13,027,Brooks County,Georgia
13,029,Bryan County,Georgia
13,031,Bulloch County,Georgia
13,033,Burke County,Georgia
13,035,Butts County,Georgia
13,037,Calhoun County,Georgia
13,039,Camden County,Georgia
13,043,Candler County,Georgia
13,045,Carroll County,Georgia
13,047,Catoosa County,Georgia
13,049,Charlton County,Georgia
13,051,Chatham County,Georgia
13,053,Chattahoochee County,Georgia
13,055,Chattooga County,Georgia
13,057,Cherokee County,Georgia
13,059,Clarke County,Georgia
13,061,Clay County,Georgia
13,063,Clayton County,Georgia
13,065,Clinch County,Georgia
13,067,Cobb County,Georgia
13,069,Coffee County,Georgia
13,071,Colquitt County,Georgia
13,073,Columbia County,Georgia
13,075,Cook County,Georgia
13,077,Coweta County,Georgia
13,079,Crawford County,Georgia
13,081,Crisp County,Georgia
13,083,Dade County,Georgia
13,085,Dawson County,Georgia
13,087,Decatur County,Georgia
13,089,DeKalb County,Georgia
13,091,Dodge County,Georgia
13,093,Dooly County,Georgia
13,095,Dougherty County,Georgia
13,097,Douglas County,Georgia
13,099,Early County,Georgia
13,101,Echols County,Georgia
13,103,Effingham County,Georgia
13,105,Elbert County,Georgia
13,107,Emanuel County,Georgia
13,109,Evans County,Georgia
13,111,Fannin County,Georgia
13,113,Fayette County,Georgia
13,115,Floyd County,Georgia
13,117,Forsyth County,Georgia
13,119,Franklin County,Georgia
13,121,Fulton County,Georgia
13,123,Gilmer County,Georgia
13,125,Glascock County,Georgia
13,127,Glynn County,Georgia
13,129,Gordon County,Georgia
13,131,Grady County,Georgia
13,133,Greene County,Georgia
13,135,Gwinnett County,Georgia
13,137,Habersham County,Georgia
13,139,Hall County,Georgia
13,141,Hancock County,Georgia
13,143,Haralson County,Georgia
13,145,Harris County,Georgia
13,147,Hart County,Georgia
13,149,Heard County,Georgia
13,151,Henry County,Georgia
13,153,Houston County,Georgia
13,155,Irwin County,Georgia
13,157,Jackson County,Georgia
13,159,Jasper County,Georgia
13,161,Jeff Davis County,Georgia
13,163,Jefferson County,Georgia
13,165,Jenkins County,Georgia
13,167,Johnson County,Georgia
13,169,Jones County,Georgia
13,171,Lamar County,Georgia
13,173,Lanier County,Georgia
13,175,Laurens County,Georgia
13,177,Lee County,Georgia
13,179,Liberty County,Georgia
13,181,Lincoln County,Georgia
13,183,Long County,Georgia
13,185,Lowndes County,Georgia
13,187,Lumpkin County,Georgia
13,189,McDuffie County,Georgia
13,191,McIntosh County,Georgia
13,193,Macon County,Georgia
13,195,Madison County,Georgia
13,197,Marion County,Georgia
13,199,Meriwether County,Georgia
13,201,Miller County,Georgia
13,205,Mitchell County,Georgia
13,207,Monroe County,Georgia
13,209,Montgomery County,Georgia
13,211,Morgan County,Georgia
13,213,Murray County,Georgia
13,215,Muscogee County,Georgia
13,217,Newton County,Georgia
13,219,Oconee County,Georgia
13,221,Oglethorpe County,Georgia
13,223,Paulding County,Georgia
13,225,Peach County,Georgia
13,227,Pickens County,Georgia
13,229,Pierce County,Georgia
13,231,Pike County,Georgia
13,233,Polk County,Georgia
13,235,Pulaski County,Georgia
13,237,Putnam County,Georgia
13,239,Quitman County,Georgia
13,241,Rabun County,Georgia
13,243,Randolph County,Georgia
13,245,Richmond County,Georgia
13,247,Rockdale County,Georgia
13,249,Schley County,Georgia
13,251,Screven County,Georgia
13,253,Seminole County,Georgia
13,255,Spalding County,Georgia
13,257,Stephens County,Georgia
13,259,Stewart County,Georgia
13,261,Sumter County,Georgia
13,263,Talbot County,Georgia
13,265,Taliaferro County,Georgia
13,267,Tattnall County,Georgia
13,269,Taylor County,Georgia
13,271,Telfair County,Georgia
13,273,Terrell County,Georgia
13,275,Thomas County,Georgia
13,277,Tift County,Georgia
13,279,Toombs County,Georgia
13,281,Towns County,Georgia
13,283,Treutlen County,Georgia
13,285,Troup County,Georgia
13,287,Turner County,Georgia
13,289,Twiggs County,Georgia
13,291,Union County,Georgia
13,293,Upson County,Georgia
13,295,Walker County,Georgia
13,297,Walton County,Georgia
13,299,Ware County,Georgia
13,301,Warren County,Georgia
13,303,Washington County,Georgia
13,305,Wayne County,Georgia
13,307,Webster County,Georgia
13,309,Wheeler County,Georgia
13,311,White County,Georgia
13,313,Whitfield County,Georgia
13,315,Wilcox County,Georgia
13,317,Wilkes County,Georgia
13,319,Wilkinson County,Georgia
13,321,Worth County,Georgia
15,001,Hawaii County,Hawaii
15,003,Honolulu County,Hawaii
15,005,Kalawao County,Hawaii
15,007,Kauai County,Hawaii
15,009,Maui County,Hawaii
16,001,Ada County,Idaho
16,003,Adams County,Idaho
16,005,Bannock County,Idaho
16,007,Bear Lake County,Idaho
16,009,Benewah County,Idaho
16,011,Bingham County,Idaho
16,013,Blaine County,Idaho
16,015,Boise County,Idaho
16,017,Bonner County,Idaho
16,019,Bonneville County,Idaho
16,021,Boundary County,Idaho
16,023,Butte County,Idaho
16,025,Camas County,Idaho
16,027,Canyon County,Idaho
16,029,Caribou County,Idaho
16,031,Cassia County,Idaho
16,033,Clark County,Idaho
16,035,Clearwater County,Idaho
16,037,Custer County,Idaho
16,039,Elmore County,Idaho
16,041,Franklin County,Idaho
16,043,Fremont County,Idaho
16,045,Gem County,Idaho
16,047,Gooding County,Idaho
16,049,Idaho County,Idaho
16,051,Jefferson County,Idaho
16,053,Jerome County,Idaho
16,055,Kootenai County,Idaho
16,057,Latah County,Idaho
16,059,Lemhi County,Idaho
16,061,Lewis County,Idaho
16,063,Lincoln County,Idaho
16,065,Madison County,Idaho
16,067,Minidoka County,Idaho
16,069,Nez Perce County,Idaho
16,071,Oneida County,Idaho
16,073,Owyhee County,Idaho
16,075,Payette County,Idaho
16,077,Power County,Idaho
16,079,Shoshone County,Idaho
16,081,Teton County,Idaho
16,083,Twin Falls County,Idaho
16,085,Valley County,Idaho
16,087,Washington County,Idaho
17,001,Adams County,Illinois
17,003,Alexander County,Illinois
17,005,Bond County,Illinois
17,007,Boone County,Illinois
17,009,Brown County,Illinois
17,011,Bureau County,Illinois
17,013,Calhoun County,Illinois
17,015,Carroll County,Illinois
17,017,Cass County,Illinois
17,019,Champaign County,Illinois
17,021,Christian County,Illinois
17,023,Clark County,Illinois
17,025,Clay County,Illinois
17,027,Clinton County,Illinois
17,029,Coles County,Illinois
17,031,Cook County,Illinois
17,033,Crawford County,Illinois
17,035,Cumberland County,Illinois
17,037,DeKalb County,Illinois
17,039,De Witt County,Illinois
17,041,Douglas County,Illinois
17,043,DuPage County,Illinois
17,045,Edgar County,Illinois
17,047,Edwards County,Illinois
17,049,Effingham County,Illinois
17,051,Fayette County,Illinois
17,053,Ford County,Illinois
17,055,Franklin County,Illinois
17,057,Fulton County,Illinois
17,059,Gallatin County,Illinois
17,061,Greene County,Illinois
17,063,Grundy County,Illinois
17,065,Hamilton County,Illinois
17,067,Hancock County,Illinois
17,069,Hardin County,Illinois
17,071,Henderson County,Illinois
17,073,Henry County,Illinois
17,075,Iroquois County,Illinois
17,077,Jackson County,Illinois
17,079,Jasper County,Illinois
17,081,Jefferson County,Illinois
17,083,Jersey County,Illinois
17,085,Jo Daviess County,Illinois
17,087,Johnson County,Illinois
17,089,Kane County,Illinois
17,091,Kankakee County,Illinois
17,093,Kendall County,Illinois
17,095,Knox County,Illinois
17,097,Lake County,Illinois
17,099,LaSalle County,Illinois
17,101,Lawrence County,Illinois
17,103,Lee County,Illinois
17,105,Livingston County,Illinois
17,107,Logan County,Illinois
17,109,McDonough County,Illinois
17,111,McHenry County,Illinois
17,113,McLean County,Illinois
17,115,Macon County,Illinois
17,117,Macoupin County,Illinois
17,119,Madison County,Illinois
17,121,Marion County,Illinois
17,123,Marshall County,Illinois
17,125,Mason County,Illinois
17,127,Massac County,Illinois
17,129,Menard County,Illinois
17,131,Mercer County,Illinois
17,133,Monroe County,Illinois
17,135,Montgomery County,Illinois
17,137,Morgan County,Illinois
17,139,Moultrie County,Illinois
17,141,Ogle County,Illinois
17,143,Peoria County,Illinois
17,145,Perry County,Illinois
17,147,Piatt County,Illinois
17,149,Pike County,Illinois
17,151,Pope County,Illinois
17,153,Pulaski County,Illinois
17,155,Putnam County,Illinois
17,157,Randolph County,Illinois
17,159,Richland County,Illinois
17,161,Rock Island County,Illinois
17,163,St. Clair County,Illinois
17,165,Saline County,Illinois
17,167,Sangamon County,Illinois
17,169,Schuyler County,Illinois
17,171,Scott County,Illinois
17,173,Shelby County,Illinois
17,175,Stark County,Illinois
17,177,Stephenson County,Illinois
17,179,Tazewell County,Illinois
17,181,Union County,Illinois
17,183,Vermilion County,Illinois
17,185,Wabash County,Illinois
17,187,Warren County,Illinois
17,189,Washington County,Illinois
17,191,Wayne County,Illinois
17,193,White County,Illinois
17,195,Whiteside County,Illinois
17,197,Will County,Illinois
17,199,Williamson County,Illinois
17,201,Winnebago County,Illinois
17,203,Woodford County,Illinois
18,001,Adams County,Indiana
18,003,Allen County,Indiana
18,005,Bartholomew County,Indiana
18,007,Benton County,Indiana
18,009,Blackford County,Indiana
18,011,Boone County,Indiana
18,013,Brown County,Indiana
18,015,Carroll County,Indiana
18,017,Cass County,Indiana
18,019,Clark County,Indiana
18,021,Clay County,Indiana
18,023,Clinton County,Indiana
18,025,Crawford County,Indiana
18,027,Daviess County,Indiana
18,029,Dearborn County,Indiana
18,031,Decatur County,Indiana
18,033,DeKalb County,Indiana
18,035,Delaware County,Indiana
18,037,Dubois County,Indiana
18,039,Elkhart County,Indiana
18,041,Fayette County,Indiana
18,043,Floyd County,Indiana
18,045,Fountain County,Indiana
18,047,Franklin County,Indiana
18,049,Fulton County,Indiana
18,051,Gibson County,Indiana
18,053,Grant County,Indiana
18,055,Greene County,Indiana
18,057,Hamilton County,Indiana
18,059,Hancock County,Indiana
18,061,Harrison County,Indiana
18,063,Hendricks County,Indiana
18,065,Henry County,Indiana
18,067,Howard County,Indiana
18,069,Huntington County,Indiana
18,071,Jackson County,Indiana
18,073,Jasper County,Indiana
18,075,Jay County,Indiana
18,077,Jefferson County,Indiana
18,079,Jennings County,Indiana
18,081,Johnson County,Indiana
18,083,Knox County,Indiana
18,085,Kosciusko County,Indiana
18,087,LaGrange County,Indiana
18,089,Lake County,Indiana
18,091,LaPorte County,Indiana
18,093,Lawrence County,Indiana
18,095,Madison County,Indiana
18,097,Marion County,Indiana
18,099,Marshall County,Indiana
18,101,Martin County,Indiana
18,103,Miami County,Indiana
18,105,Monroe County,Indiana
18,107,Montgomery County,Indiana
18,109,Morgan County,Indiana
18,111,Newton County,Indiana
18,113,Noble County,Indiana
18,115,Ohio County,Indiana
18,117,Orange County,Indiana
18,119,Owen County,Indiana
18,121,Parke County,Indiana
18,123,Perry County,Indiana
18,125,Pike County,Indiana
18,127,Porter County,Indiana
18,129,Posey County,Indiana
18,131,Pulaski County,Indiana
18,133,Putnam County,Indiana
18,135,Randolph County,Indiana
18,137,Ripley County,Indiana
18,139,Rush County,Indiana
18,141,St. Joseph County,Indiana
18,143,Scott County,Indiana
18,145,Shelby County,Indiana
18,147,Spencer County,Indiana
18,149,Starke County,Indiana
18,151,Steuben County,Indiana
18,153,Sullivan County,Indiana
18,155,Switzerland County,Indiana
18,157,Tippecanoe County,Indiana
18,159,Tipton County,Indiana
18,161,Union County,Indiana
18,163,Vanderburgh County,Indiana
18,165,Vermillion County,Indiana
18,167,Vigo County,Indiana
18,169,Wabash County,Indiana
18,171,Warren County,Indiana
18,173,Warrick County,Indiana
18,175,Washington County,Indiana
18,177,Wayne County,Indiana
18,179,Wells County,Indiana
18,181,White County,Indiana
18,183,Whitley County,Indiana
19,001,Adair County,Iowa
19,003,Adams County,Iowa
19,005,Allamakee County,Iowa
19,007,Appanoose County,Iowa
19,009,Audubon County,Iowa
19,011,Benton County,Iowa
19,013,Black Hawk County,Iowa
19,015,Boone County,Iowa
19,017,Bremer County,Iowa
19,019,Buchanan County,Iowa
19,021,Buena Vista County,Iowa
19,023,Butler County,Iowa
19,025,Calhoun County,Iowa
19,027,Carroll County,Iowa
19,029,Cass County,Iowa
19,031,Cedar County,Iowa
19,033,Cerro Gordo County,Iowa
19,035,Cherokee County,Iowa
19,037,Chickasaw County,Iowa
19,039,Clarke County,Iowa
19,041,Clay County,Iowa
19,043,Clayton County,Iowa
19,045,Clinton County,Iowa
19,047,Crawford County,Iowa
19,049,Dallas County,Iowa
19,051,Davis County,Iowa
19,053,Decatur County,Iowa
19,055,Delaware County,Iowa
19,057,Des Moines County,Iowa
19,059,Dickinson County,Iowa
19,061,Dubuque County,Iowa
19,063,Emmet County,Iowa
19,065,Fayette County,Iowa
19,067,Floyd County,Iowa
19,069,Franklin County,Iowa
19,071,Fremont County,Iowa
19,073,Greene County,Iowa
19,075,Grundy County,Iowa
19,077,Guthrie County,Iowa
19,079,Hamilton County,Iowa
19,081,Hancock County,Iowa
19,083,Hardin County,Iowa
19,085,Harrison County,Iowa
19,087,Henry County,Iowa
19,089,Howard County,Iowa
19,091,Humboldt County,Iowa
19,093,Ida County,Iowa
19,095,Iowa County,Iowa
19,097,Jackson County,Iowa
19,099,Jasper County,Iowa
19,101,Jefferson County,Iowa
19,103,Johnson County,Iowa
19,105,Jones County,Iowa
19,107,Keokuk County,Iowa
19,109,Kossuth County,Iowa
19,111,Lee County,Iowa
19,113,Linn County,Iowa
19,115,Louisa County,Iowa
19,117,Lucas County,Iowa
19,119,Lyon County,Iowa
19,121,Madison County,Iowa
19,123,Mahaska County,Iowa
19,125,Marion County,Iowa
19,127,Marshall County,Iowa
19,129,Mills County,Iowa
19,131,Mitchell County,Iowa
19,133,Monona County,Iowa
19,135,Monroe County,Iowa
19,137,Montgomery County,Iowa
19,139,Muscatine County,Iowa
19,141,O'Brien County,Iowa
19,143,Osceola County,Iowa
19,145,Page County,Iowa
19,147,Palo Alto County,Iowa
19,149,Plymouth County,Iowa
19,151,Pocahontas County,Iowa
19,153,Polk County,Iowa
19,155,Pottawattamie County,Iowa
19,157,Poweshiek County,Iowa
19,159,Ringgold County,Iowa
19,161,Sac County,Iowa
19,163,Scott County,Iowa
19,165,Shelby County,Iowa
19,167,Sioux County,Iowa
19,169,Story County,Iowa
19,171,Tama County,Iowa
19,173,Taylor County,Iowa
19,175,Union County,Iowa
19,177,Van Buren County,Iowa
19,179,Wapello County,Iowa
19,181,Warren County,Iowa
19,183,Washington County,Iowa
19,185,Wayne County,Iowa
19,187,Webster County,Iowa
19,189,Winnebago County,Iowa
19,191,Winneshiek County,Iowa
19,193,Woodbury County,Iowa
19,195,Worth County,Iowa
19,197,Wright County,Iowa
20,001,Allen County,Kansas
20,003,Anderson County,Kansas
20,005,Atchison County,Kansas
20,007,Barber County,Kansas
20,009,Barton County,Kansas
20,011,Bourbon County,Kansas
20,013,Brown County,Kansas
20,015,Butler County,Kansas
20,017,Chase County,Kansas
20,019,Chautauqua County,Kansas
20,021,Cherokee County,Kansas
20,023,Cheyenne County,Kansas
20,025,Clark County,Kansas
20,027,Clay County,Kansas
20,029,Cloud County,Kansas
20,031,Coffey County,Kansas
20,033,Comanche County,Kansas
20,035,Cowley County,Kansas
20,037,Crawford County,Kansas
20,039,Decatur County,Kansas
20,041,Dickinson County,Kansas
20,043,Doniphan County,Kansas
20,045,Douglas County,Kansas
20,047,Edwards County,Kansas
20,049,Elk County,Kansas
20,051,Ellis County,Kansas
20,053,Ellsworth County,Kansas
20,055,Finney County,Kansas
20,057,Ford County,Kansas
20,059,Franklin County,Kansas
20,061,Geary County,Kansas
20,063,Gove County,Kansas
20,065,Graham County,Kansas
20,067,Grant County,Kansas
20,069,Gray County,Kansas
20,071,Greeley County,Kansas
20,073,Greenwood County,Kansas
20,075,Hamilton County,Kansas
20,077,Harper County,Kansas
20,079,Harvey County,Kansas
20,081,Haskell County,Kansas
20,083,Hodgeman County,Kansas
